geometry,cases,county
"list(c(-77.9910125732422, -77.6071395874023, -77.6014022827148, -77.578483581543, -77.57275390625, -77.5498352050781, -77.5326461791992, -77.5154647827148, -77.4925384521484, -77.481086730957, -77.4753570556641, -77.4409790039062, -77.3550338745117, -77.3493041992188, -77.3378448486328, -77.309196472168, -77.2576293945312, -77.2232513427734, -77.1774139404297, -77.1545028686523, -77.1545028686523, -77.4982681274414, -77.57275390625, -77.5555648803711, -77.5613021850586, -77.5842132568359, -77.6014022827148, 
-77.6300506591797, -77.6930770874023, -77.7389144897461, -77.7675628662109, -77.7847518920898, -77.7847518920898, -77.8993377685547, -77.8993377685547, -77.9394454956055, -77.9451751708984, -77.9738311767578, -78.0082015991211, -78.0196685791016, -78.0597763061523, -78.0998764038086, -78.1056060791016, -77.9852828979492, -77.9910125732422, 41.4764175415039, 41.4764175415039, 41.453498840332, 41.4477653503418, 41.4248466491699, 41.3847427368164, 41.3618240356445, 41.3503646850586, 41.3389053344727, 
41.3159866333008, 41.2930679321289, 41.27587890625, 41.2300453186035, 41.2243118286133, 41.2185821533203, 41.2013931274414, 41.1670188903809, 41.1211814880371, 41.0696144104004, 41.0638847351074, 41.0409660339355, 40.949291229248, 41.0524253845215, 41.0638847351074, 41.0753440856934, 41.0696144104004, 41.0753440856934, 41.0868034362793, 41.1039924621582, 41.1039924621582, 41.138370513916, 41.1326370239258, 41.1727447509766, 41.1784744262695, 41.2529640197754, 41.2243118286133, 41.2128524780273, 41.2128524780273, 
41.1727447509766, 41.1612892150879, 41.144100189209, 41.2128524780273, 41.2185821533203, 41.3732833862305, 41.4764175415039))",27,clinton
"list(c(-76.3179779052734, -76.3065185546875, -76.2721405029297, -76.2320327758789, -76.2263031005859, -76.220573425293, -76.2091217041016, -76.2434997558594, -76.2606811523438, -76.2778701782227, -76.2893371582031, -76.3867340087891, -76.4211120605469, -76.5013198852539, -76.5185165405273, -76.5070495605469, -76.5127868652344, -76.5299758911133, -76.5299758911133, -76.5127868652344, -76.575813293457, -76.5643539428711, -76.5643539428711, -76.575813293457, -76.6273727416992, -76.6159210205078, -76.6388320922852, 
-76.6044616699219, -76.4669494628906, -76.4153747558594, -76.3179779052734, 41.3045272827148, 41.1842079162598, 41.1326370239258, 41.138370513916, 41.0524253845215, 41.0123176574707, 40.949291229248, 40.9263725280762, 40.9034576416016, 40.8977279663086, 40.8117828369141, 40.7716789245605, 40.828971862793, 40.8232421875, 40.8347015380859, 40.8518905639648, 40.8576202392578, 40.8977279663086, 40.9321060180664, 40.949291229248, 41.000862121582, 41.0237808227539, 41.0409660339355, 41.0466995239258, 41.0581550598145, 
41.0810737609863, 41.144100189209, 41.138370513916, 41.2586898803711, 41.3045272827148, 41.3045272827148))",58,columbia
"list(c(-80.5292205810547, -79.6182174682617, -79.6124877929688, -79.6124877929688, -79.7729110717773, -79.7786483764648, -79.8244857788086, -79.8302154541016, -79.8531265258789, -79.8531265258789, -79.8645858764648, -79.8932342529297, -79.8932342529297, -79.9046936035156, -79.9104232788086, -79.9218826293945, -79.9218826293945, -79.9390716552734, -79.9448013305664, -79.9619903564453, -79.9677200317383, -79.9849090576172, -79.9849090576172, -80.0020980834961, -80.0020980834961, -80.1453399658203, 
-80.4146270751953, -80.4146270751953, -80.4432754516602, -80.4432754516602, -80.5234909057617, -80.5292205810547, -80.5292205810547, 41.8373794555664, 41.8373794555664, 41.8373794555664, 41.6081924438477, 41.602466583252, 41.6081924438477, 41.6081924438477, 41.591007232666, 41.5852737426758, 41.5738182067871, 41.5680885314941, 41.5623550415039, 41.5508995056152, 41.5508995056152, 41.5394401550293, 41.5337104797363, 41.5279808044434, 41.5279808044434, 41.5165214538574, 41.5165214538574, 41.5107917785645, 
41.5050621032715, 41.4936027526855, 41.4936027526855, 41.4878730773926, 41.4764175415039, 41.4764175415039, 41.4821434020996, 41.4878730773926, 41.4764175415039, 41.4821434020996, 41.4993362426758, 41.8373794555664))",74,crawford
"list(c(-77.1373062133789, -77.1774139404297, -77.1888732910156, -77.2347106933594, -77.3206481933594, -77.3722152709961, -77.4295196533203, -77.4467010498047, -77.481086730957, -77.5269165039062, -77.5613021850586, -77.5842132568359, -77.6014022827148, -77.6243209838867, -77.5956726074219, -77.5613021850586, -77.5326461791992, -77.4753570556641, -77.4123229980469, -77.3722152709961, -77.3607635498047, -77.3493041992188, -77.3550338745117, -77.3779525756836, -77.4008712768555, -77.3951416015625, -77.3779525756836, 
-77.3493041992188, -77.3206481933594, -77.3149261474609, -77.297737121582, -77.2003326416016, -77.1315765380859, -77.0399017333984, -76.9195785522461, -76.9138488769531, -76.9195785522461, -76.9138488769531, -76.8966674804688, -76.856559753418, -76.8680114746094, -76.8852081298828, -76.9023971557617, -76.9081268310547, -76.9310455322266, -76.9367752075195, -76.9367752075195, -76.9310455322266, -76.9768829345703, -76.9768829345703, -77.028450012207, -77.1373062133789, 40.0669364929199, 40.0497512817383, 
40.0325622558594, 40.0268325805664, 40.0153732299805, 40.0039138793945, 39.9867248535156, 39.9695358276367, 39.9867248535156, 40.0497512817383, 40.1070442199707, 40.1414260864258, 40.1586112976074, 40.1815299987793, 40.1987190246582, 40.2216377258301, 40.233097076416, 40.2617454528809, 40.2961235046387, 40.3247718811035, 40.3304977416992, 40.3247718811035, 40.3133087158203, 40.2961235046387, 40.2789344787598, 40.2732048034668, 40.2732048034668, 40.2789344787598, 40.3018531799316, 40.2789344787598, 
40.2789344787598, 40.2903900146484, 40.3018531799316, 40.3075790405273, 40.3247718811035, 40.3133087158203, 40.2903900146484, 40.2789344787598, 40.2560157775879, 40.2216377258301, 40.2216377258301, 40.2159080505371, 40.2216377258301, 40.2101783752441, 40.2044486999512, 40.1929893493652, 40.1758003234863, 40.1643409729004, 40.1643409729004, 40.1586112976074, 40.1528816223145, 40.0669364929199))",132,cumberland
"list(c(-76.5815353393555, -76.6273727416992, -76.673210144043, -76.6961364746094, -76.7190475463867, -76.7534255981445, -76.8049926757812, -76.856559753418, -76.8966674804688, -76.9138488769531, -76.9195785522461, -76.9138488769531, -76.9195785522461, -76.9195785522461, -76.9367752075195, -76.9596862792969, -76.9826126098633, -77.028450012207, -77.0227203369141, -77.0055236816406, -76.9596862792969, -76.9482345581055, -76.9425048828125, -76.9711532592773, -76.9768829345703, -76.9711532592773, -76.9768829345703, 
-76.9425048828125, -76.9253158569336, -76.9081268310547, -76.8909378051758, -76.8336410522461, -76.8107223510742, -76.7992630004883, -76.7763442993164, -76.7075881958008, -76.5471572875977, -76.6846694946289, -76.6846694946289, -76.5815353393555, 40.1987190246582, 40.1815299987793, 40.1528816223145, 40.1586112976074, 40.1299629211426, 40.1643409729004, 40.1987190246582, 40.2216377258301, 40.2560157775879, 40.2789344787598, 40.2903900146484, 40.3133087158203, 40.3247718811035, 40.3476905822754, 40.3591461181641, 
40.3648796081543, 40.3648796081543, 40.3877983093262, 40.4049835205078, 40.4221725463867, 40.4508171081543, 40.4794692993164, 40.4909286499023, 40.5081176757812, 40.5253067016602, 40.548225402832, 40.5768699645996, 40.6055183410645, 40.6055183410645, 40.6055183410645, 40.6112480163574, 40.6227073669434, 40.6341667175293, 40.6398963928223, 40.6398963928223, 40.6513557434082, 40.5539512634277, 40.4737358093262, 40.4680099487305, 40.1987190246582))",168,dauphin
"list(c(-75.3611373901367, -75.2694625854492, -75.2751922607422, -75.2694625854492, -75.2522811889648, -75.2408142089844, -75.2694625854492, -75.2408142089844, -75.2809219360352, -75.3382263183594, -75.3668670654297, -75.4127044677734, -75.4413528442383, -75.4757308959961, -75.5272979736328, -75.5616760253906, -75.6189727783203, -75.5903244018555, -75.5559387207031, -75.5101013183594, -75.4470825195312, -75.4470825195312, -75.4528121948242, -75.4069747924805, -75.4127044677734, -75.3611373901367, 
40.0726699829102, 39.9809951782227, 39.9695358276367, 39.9638061523438, 39.9580764770508, 39.9408874511719, 39.9294281005859, 39.8549423217773, 39.8492164611816, 39.8434867858887, 39.8262977600098, 39.8033790588379, 39.8262977600098, 39.8377532958984, 39.8492164611816, 39.8434867858887, 39.8377532958984, 39.8721351623535, 39.9065093994141, 39.9523468017578, 39.9809951782227, 39.9867248535156, 39.9981803894043, 40.0325622558594, 40.0497512817383, 40.0726699829102))",485,delaware
"list(c(-78.2431182861328, -78.6499176025391, -78.655647277832, -78.7014846801758, -78.7072143554688, -78.7415924072266, -78.7358627319336, -78.9593124389648, -78.9765014648438, -78.9822311401367, -78.9994201660156, -79.0166091918945, -79.0452575683594, -79.0796356201172, -79.0739059448242, -79.0567169189453, -79.0509872436523, -78.9707717895508, -78.9650497436523, -78.9421234130859, -78.9421234130859, -78.483757019043, -78.47802734375, -78.4264678955078, -78.4207382202148, -78.2545776367188, -78.2545776367188, 
-78.2431182861328, -78.2431182861328, 41.2300453186035, 41.2529640197754, 41.2185821533203, 41.2013931274414, 41.2300453186035, 41.2300453186035, 41.2586898803711, 41.3675537109375, 41.3675537109375, 41.3618240356445, 41.3503646850586, 41.3503646850586, 41.3446350097656, 41.3446350097656, 41.4248466491699, 41.4248466491699, 41.4477653503418, 41.4477653503418, 41.4305801391602, 41.4305801391602, 41.6081924438477, 41.6196556091309, 41.602466583252, 41.596736907959, 41.4076614379883, 41.401927947998, 
41.3274459838867, 41.3159866333008, 41.2300453186035))",31,elk
"list(c(-79.6182174682617, -80.5292205810547, -80.5349426269531, -80.466194152832, -80.4318161010742, -80.3516006469727, -80.2427444458008, -80.2312850952148, -80.1911773681641, -80.1625213623047, -80.1281433105469, -80.0995025634766, -80.0880355834961, -80.0880355834961, -80.1166915893555, -80.0823059082031, -79.9791793823242, -79.8645858764648, -79.7671813964844, -79.7557220458984, -79.6182174682617, -79.6182174682617, 41.8373794555664, 41.8373794555664, 41.9691581726074, 41.9863471984863, 41.9978065490723, 
42.0207252502441, 42.0665626525879, 42.0894813537598, 42.1009368896484, 42.1238555908203, 42.1582374572754, 42.1639633178711, 42.1639633178711, 42.1525039672852, 42.1238555908203, 42.1238555908203, 42.18115234375, 42.2269897460938, 42.2613677978516, 42.0035362243652, 42.0035362243652, 41.8373794555664))",231,erie
"list(c(-79.4978942871094, -79.7557220458984, -79.8875045776367, -79.9161529541016, -79.9276123046875, -79.9161529541016, -79.9104232788086, -79.9276123046875, -79.9218826293945, -79.9161529541016, -79.9276123046875, -80.0078277587891, -80.0020980834961, -79.9849090576172, -79.9849090576172, -79.9791793823242, -79.9619903564453, -79.9562606811523, -79.9333419799805, -79.9218826293945, -79.9104232788086, -79.8932342529297, -79.8645858764648, -79.8703231811523, -79.8703231811523, -79.8817749023438, 
-79.8531265258789, -79.841667175293, -79.841667175293, -79.8473968505859, -79.8645858764648, -79.7499923706055, -79.7385406494141, -79.6984329223633, -79.6812362670898, -79.6525955200195, -79.6239471435547, -79.560920715332, -79.5551910400391, -79.5208129882812, -79.5093536376953, -79.4978942871094, -79.4921646118164, -79.4692459106445, -79.4176864624023, -79.3775787353516, -79.3431930541992, -79.2859039306641, -79.3145446777344, -79.3431930541992, -79.389030456543, -79.4176864624023, -79.3947601318359, 
-79.3718490600586, -79.3661117553711, -79.3718490600586, -79.3947601318359, -79.3947601318359, -79.4004898071289, -79.4004898071289, -79.4978942871094, 39.7231636047363, 39.7288932800293, 39.7288932800293, 39.7518119812012, 39.7690010070801, 39.791919708252, 39.8033790588379, 39.8492164611816, 39.8835906982422, 39.9122428894043, 39.9294281005859, 39.9638061523438, 39.9752655029297, 39.9867248535156, 40.0096435546875, 40.0153732299805, 40.0096435546875, 40.0039138793945, 39.9981803894043, 40.0153732299805, 
40.0210990905762, 40.0210990905762, 40.0325622558594, 40.0497512817383, 40.061206817627, 40.0783996582031, 40.0783996582031, 40.0841255187988, 40.095588684082, 40.1070442199707, 40.1242332458496, 40.1299629211426, 40.1299629211426, 40.1070442199707, 40.1070442199707, 40.0898551940918, 40.0841255187988, 40.1013145446777, 40.1185073852539, 40.1299629211426, 40.1299629211426, 40.1414260864258, 40.1471519470215, 40.1414260864258, 40.1070442199707, 40.0841255187988, 40.0497512817383, 40.0382919311523, 
40.0096435546875, 39.9752655029297, 39.91796875, 39.8606719970703, 39.8434867858887, 39.8320274353027, 39.8033790588379, 39.791919708252, 39.791919708252, 39.774730682373, 39.7575416564941, 39.7346229553223, 39.7231636047363))",150,fayette
"list(c(-79.5093536376953, -78.9421234130859, -78.9421234130859, -78.9650497436523, -78.9707717895508, -79.0509872436523, -79.0567169189453, -79.0739059448242, -79.0796356201172, -79.0968246459961, -79.1025543212891, -79.1426620483398, -79.1655807495117, -79.1770324707031, -79.2056884765625, -79.2056884765625, -79.3947601318359, -79.4062194824219, -79.4749755859375, -79.4749755859375, -79.5208129882812, -79.5208129882812, -79.5093536376953, -79.5093536376953, 41.6081924438477, 41.6081924438477, 41.4305801391602, 
41.4305801391602, 41.4477653503418, 41.4477653503418, 41.4248466491699, 41.4248466491699, 41.3446350097656, 41.3389053344727, 41.3274459838867, 41.3446350097656, 41.3274459838867, 41.3331756591797, 41.3274459838867, 41.4305801391602, 41.4305801391602, 41.3847427368164, 41.3732833862305, 41.4420356750488, 41.4420356750488, 41.4649543762207, 41.4706840515137, 41.6081924438477))",4,forest
"list(c(-77.4467010498047, -77.4581604003906, -77.4467010498047, -77.4696273803711, -78.0941467285156, -78.0483093261719, -78.0024719238281, -77.9738311767578, -77.9394454956055, -77.9279937744141, -77.9165267944336, -77.8821563720703, -77.8592300415039, -77.8191223144531, -77.750373840332, -77.7102661132812, -77.6930770874023, -77.6701583862305, -77.6644287109375, -77.6644287109375, -77.6529693603516, -77.6357803344727, -77.6185913085938, -77.6128616333008, -77.6243209838867, -77.6243209838867, -77.6014022827148, 
-77.5842132568359, -77.5613021850586, -77.5269165039062, -77.481086730957, -77.4467010498047, 39.9695358276367, 39.9638061523438, 39.7288932800293, 39.7288932800293, 39.7231636047363, 39.780460357666, 39.8377532958984, 39.8721351623535, 39.9408874511719, 39.9809951782227, 39.9981803894043, 40.0325622558594, 40.0554809570312, 40.1185073852539, 40.2101783752441, 40.2617454528809, 40.2617454528809, 40.2732048034668, 40.2617454528809, 40.2502861022949, 40.2502861022949, 40.2216377258301, 40.2216377258301, 
40.2159080505371, 40.1929893493652, 40.1815299987793, 40.1586112976074, 40.1414260864258, 40.1070442199707, 40.0497512817383, 39.9867248535156, 39.9695358276367))",105,franklin
"list(c(-78.3290634155273, -78.3806304931641, -78.3462524414062, -78.1800918579102, -78.214469909668, -78.1514434814453, -78.1342544555664, -77.9165267944336, -77.8592300415039, -77.8821563720703, -77.9165267944336, -77.9279937744141, -77.9394454956055, -77.9738311767578, -78.0024719238281, -78.0483093261719, -78.0941467285156, -78.3290634155273, 39.7231636047363, 39.7288932800293, 39.7690010070801, 40.061206817627, 40.0898551940918, 40.1070442199707, 40.1586112976074, 40.095588684082, 40.0554809570312, 
40.0325622558594, 39.9981803894043, 39.9809951782227, 39.9408874511719, 39.8721351623535, 39.8377532958984, 39.780460357666, 39.7231636047363, 39.7231636047363))",11,fulton
"list(c(-80.4088973999023, -80.5177612304688, -80.5177612304688, -80.4432754516602, -80.4375457763672, -80.4260864257812, -80.3573303222656, -80.3172225952148, -80.3057632446289, -80.294303894043, -80.2599258422852, -80.1911773681641, -80.1739807128906, -80.1453399658203, -80.1281433105469, -80.0995025634766, -80.0651245117188, -80.0536651611328, -80.0479354858398, -80.0364761352539, -80.0078277587891, -79.9276123046875, -79.9161529541016, -79.9218826293945, -79.9276123046875, -79.9104232788086, -79.9161529541016, 
-79.9276123046875, -79.9161529541016, -79.8875045776367, -80.4088973999023, 39.7231636047363, 39.7231636047363, 39.9523468017578, 39.9523468017578, 39.9638061523438, 39.9752655029297, 39.9867248535156, 40.0039138793945, 40.0210990905762, 40.0210990905762, 40.0039138793945, 40.0096435546875, 40.0096435546875, 39.9867248535156, 39.9809951782227, 39.9867248535156, 40.0039138793945, 40.0039138793945, 39.9981803894043, 39.9809951782227, 39.9638061523438, 39.9294281005859, 39.9122428894043, 39.8835906982422, 
39.8492164611816, 39.8033790588379, 39.791919708252, 39.7690010070801, 39.7518119812012, 39.7288932800293, 39.7231636047363))",38,greene
"list(c(-78.2545776367188, -78.1972808837891, -78.1170654296875, -78.1285247802734, -78.1342544555664, -78.1571731567383, -78.1399841308594, -78.1285247802734, -78.1399841308594, -78.1686325073242, -78.1915512084961, -78.1800918579102, -78.1800918579102, -78.1743621826172, -78.1686325073242, -78.2259292602539, -78.1800918579102, -78.1743621826172, -78.1170654296875, -77.9509048461914, -77.8134002685547, -77.7847518920898, -77.7217254638672, -77.7102661132812, -77.6415100097656, -77.6415100097656, 
-77.6644287109375, -77.6644287109375, -77.6701583862305, -77.6644287109375, -77.6472396850586, -77.6472396850586, -77.6701583862305, -77.6701583862305, -77.6758880615234, -77.7217254638672, -77.7331771850586, -77.7675628662109, -77.7790145874023, -77.8363189697266, -77.8134002685547, -77.8878860473633, -77.8821563720703, -77.8649597167969, -77.8477783203125, -77.8248519897461, -77.8076705932617, -77.8076705932617, -77.8134002685547, -77.756103515625, -77.6930770874023, -77.7102661132812, -77.750373840332, 
-77.8191223144531, -77.8592300415039, -77.9165267944336, -78.1342544555664, -78.2488479614258, -78.2545776367188, 40.2789344787598, 40.3935241699219, 40.496654510498, 40.5023880004883, 40.496654510498, 40.5023880004883, 40.5424919128418, 40.5654106140137, 40.5596809387207, 40.5367622375488, 40.548225402832, 40.5654106140137, 40.5940628051758, 40.6112480163574, 40.6227073669434, 40.6628150939941, 40.7086524963379, 40.7086524963379, 40.7373008728027, 40.697193145752, 40.7487602233887, 40.7315711975098, 
40.7315711975098, 40.7201080322266, 40.7487602233887, 40.7315711975098, 40.7201080322266, 40.7086524963379, 40.7029228210449, 40.680004119873, 40.6742744445801, 40.6628150939941, 40.6570854187012, 40.6341667175293, 40.6227073669434, 40.6227073669434, 40.6227073669434, 40.6055183410645, 40.6055183410645, 40.5596809387207, 40.5023880004883, 40.4279022216797, 40.376335144043, 40.37060546875, 40.3648796081543, 40.3534164428711, 40.3534164428711, 40.3591461181641, 40.37060546875, 40.3648796081543, 40.2617454528809, 
40.2617454528809, 40.2101783752441, 40.1185073852539, 40.0554809570312, 40.095588684082, 40.1586112976074, 40.2216377258301, 40.2789344787598))",26,huntingdon
"list(c(-79.2114181518555, -78.7988891601562, -78.7988891601562, -78.8905563354492, -78.9134750366211, -78.9707717895508, -79.0108795166016, -79.0280685424805, -79.0395278930664, -79.0509872436523, -79.0567169189453, -79.0853652954102, -79.1025543212891, -79.114013671875, -79.119743347168, -79.1312026977539, -79.1770324707031, -79.2171401977539, -79.2285995483398, -79.2572479248047, -79.2687072753906, -79.2859039306641, -79.291633605957, -79.2859039306641, -79.291633605957, -79.3145446777344, -79.3260116577148, 
-79.3489227294922, -79.3546524047852, -79.3603820800781, -79.3603820800781, -79.3718490600586, -79.3775787353516, -79.389030456543, -79.4062194824219, -79.4291381835938, -79.4463272094727, -79.4463272094727, -79.4520568847656, -79.2114181518555, -79.2056884765625, -79.2114181518555, 40.9091873168945, 40.9034576416016, 40.7258415222168, 40.5253067016602, 40.4909286499023, 40.3935241699219, 40.4221725463867, 40.4221725463867, 40.4164428710938, 40.3935241699219, 40.3877983093262, 40.3877983093262, 40.3820648193359, 
40.3877983093262, 40.3935241699219, 40.4049835205078, 40.4164428710938, 40.4336318969727, 40.4336318969727, 40.4279022216797, 40.4393615722656, 40.4393615722656, 40.4450912475586, 40.4622802734375, 40.4680099487305, 40.4680099487305, 40.4680099487305, 40.4622802734375, 40.4622802734375, 40.4794692993164, 40.4851989746094, 40.4851989746094, 40.4622802734375, 40.4622802734375, 40.4794692993164, 40.4909286499023, 40.496654510498, 40.5081176757812, 40.5253067016602, 40.7774085998535, 40.7888641357422, 
40.9091873168945))",70,indiana
"list(c(-78.7988891601562, -79.2114181518555, -79.2114181518555, -79.2056884765625, -79.1770324707031, -79.1655807495117, -79.1426620483398, -79.1025543212891, -79.0968246459961, -79.0796356201172, -79.0452575683594, -79.0166091918945, -78.9994201660156, -78.9822311401367, -78.9765014648438, -78.9593124389648, -78.7358627319336, -78.7415924072266, -78.7931594848633, -78.7988891601562, 40.9034576416016, 40.9091873168945, 41.0581550598145, 41.3274459838867, 41.3331756591797, 41.3274459838867, 41.3446350097656, 
41.3274459838867, 41.3389053344727, 41.3446350097656, 41.3446350097656, 41.3503646850586, 41.3503646850586, 41.3618240356445, 41.3675537109375, 41.3675537109375, 41.2586898803711, 41.2300453186035, 41.1154518127441, 40.9034576416016))",34,jefferson
