geometry,cases,county
"list(c(-77.756103515625, -77.7331771850586, -77.6185913085938, -77.6071395874023, -77.6014022827148, -77.4868087768555, -77.4925384521484, -77.2748184204102, -77.1545028686523, -77.1143951416016, -77.1086654663086, -77.0456314086914, -77.0399017333984, -76.9997940063477, -76.9711532592773, -76.9539566040039, -76.9367752075195, -76.9940643310547, -77.0456314086914, -77.0857391357422, -77.1487655639648, -77.1774139404297, -77.1774139404297, -77.2117919921875, -77.303466796875, -77.3836822509766, -77.4409790039062, 
-77.4868087768555, -77.5326461791992, -77.5326461791992, -77.57275390625, -77.6243209838867, -77.6701583862305, -77.6930770874023, -77.756103515625, 40.3648796081543, 40.4107131958008, 40.4794692993164, 40.4909286499023, 40.5081176757812, 40.5825996398926, 40.6055183410645, 40.691463470459, 40.680004119873, 40.691463470459, 40.680004119873, 40.6742744445801, 40.6570854187012, 40.6398963928223, 40.6456260681152, 40.6398963928223, 40.6227073669434, 40.6112480163574, 40.6055183410645, 40.5997886657715, 
40.5883293151855, 40.5654106140137, 40.5539512634277, 40.5424919128418, 40.5081176757812, 40.4737358093262, 40.4450912475586, 40.4221725463867, 40.3935241699219, 40.376335144043, 40.3534164428711, 40.3190422058105, 40.2732048034668, 40.2617454528809, 40.3648796081543))",6,juniata
"list(c(-75.5158386230469, -75.5559387207031, -75.5674057006836, -75.5731353759766, -75.5788650512695, -75.6075134277344, -75.6590805053711, -75.6648101806641, -75.6590805053711, -75.6590805053711, -75.6991882324219, -75.7049179077148, -75.7049179077148, -75.7049179077148, -75.7392883300781, -75.756477355957, -75.7736663818359, -75.8252334594727, -75.8367004394531, -75.8481521606445, -75.7851257324219, -75.8080444335938, -75.7793960571289, -75.7793960571289, -75.7392883300781, -75.4700012207031, -75.4470825195312, 
-75.4585418701172, -75.4757308959961, -75.5158386230469, 41.2243118286133, 41.2185821533203, 41.2013931274414, 41.1956634521484, 41.1727447509766, 41.1555557250977, 41.1899375915527, 41.2185821533203, 41.2472305297852, 41.2529640197754, 41.270149230957, 41.3045272827148, 41.3159866333008, 41.3389053344727, 41.3503646850586, 41.3675537109375, 41.3732833862305, 41.3847427368164, 41.401927947998, 41.419116973877, 41.5050621032715, 41.5165214538574, 41.5623550415039, 41.5738182067871, 41.6368446350098, 
41.6425743103027, 41.2873382568359, 41.27587890625, 41.2586898803711, 41.2243118286133))",181,lackawanna
"list(c(-76.7190475463867, -76.6961364746094, -76.673210144043, -76.6273727416992, -76.5815353393555, -76.5185165405273, -76.4211120605469, -76.3351669311523, -76.2549514770508, -76.1575546264648, -75.8768005371094, -75.9283676147461, -75.9340972900391, -75.9856643676758, -75.9913940429688, -76.0143127441406, -76.0200424194336, -76.0429611206055, -76.0544128417969, -76.1059875488281, -76.2377624511719, -76.2778701782227, -76.3007888793945, -76.3466262817383, -76.3752746582031, -76.3867340087891, -76.392463684082, 
-76.4268417358398, -76.4669494628906, -76.5070495605469, -76.5357055664062, -76.5929946899414, -76.6331024169922, -76.6617584228516, -76.6961364746094, -76.7190475463867, 40.1299629211426, 40.1586112976074, 40.1528816223145, 40.1815299987793, 40.1987190246582, 40.2159080505371, 40.238826751709, 40.2560157775879, 40.2789344787598, 40.3190422058105, 40.1414260864258, 40.1070442199707, 40.0497512817383, 39.9466171264648, 39.8835906982422, 39.8721351623535, 39.8434867858887, 39.8148345947266, 39.786190032959, 
39.7288932800293, 39.7288932800293, 39.780460357666, 39.791919708252, 39.8377532958984, 39.8721351623535, 39.9065093994141, 39.91796875, 39.9294281005859, 39.9523468017578, 39.9867248535156, 40.0497512817383, 40.0554809570312, 40.0554809570312, 40.0669364929199, 40.1013145446777, 40.1299629211426))",301,lancaster
"list(c(-80.0995025634766, -80.1567993164062, -80.1567993164062, -80.5120315551758, -80.5120315551758, -80.5177612304688, -80.2541961669922, -80.2484664916992, -80.1567993164062, -80.0995025634766, 41.0696144104004, 41.000862121582, 40.8518905639648, 40.8576202392578, 40.9091873168945, 41.1269111633301, 41.1269111633301, 41.1211814880371, 41.1154518127441, 41.0696144104004))",76,lawrence
"list(c(-76.5471572875977, -76.4325714111328, -76.2434997558594, -76.2033920288086, -76.1575546264648, -76.2549514770508, -76.3351669311523, -76.4211120605469, -76.5185165405273, -76.5815353393555, -76.6846694946289, -76.6846694946289, -76.5471572875977, 40.5539512634277, 40.4909286499023, 40.3820648193359, 40.3591461181641, 40.3190422058105, 40.2789344787598, 40.2560157775879, 40.238826751709, 40.2159080505371, 40.1987190246582, 40.4680099487305, 40.4737358093262, 40.5539512634277))",77,lebanon
"list(c(-75.5330276489258, -75.8825302124023, -75.8424224853516, -75.8080444335938, -75.756477355957, -75.6934509277344, -75.6075134277344, -75.5960464477539, -75.5903244018555, -75.5731353759766, -75.5616760253906, -75.5502166748047, -75.5330276489258, -75.5215682983398, -75.4757308959961, -75.4356231689453, -75.3840637207031, -75.3840637207031, -75.4012451171875, -75.3382263183594, -75.3955154418945, -75.4757308959961, -75.5330276489258, 40.4508171081543, 40.6742744445801, 40.697193145752, 40.7143821716309, 
40.7373008728027, 40.7716789245605, 40.7888641357422, 40.7544898986816, 40.7373008728027, 40.7373008728027, 40.7258415222168, 40.7258415222168, 40.7373008728027, 40.7201080322266, 40.6685447692871, 40.6742744445801, 40.6341667175293, 40.6227073669434, 40.5883293151855, 40.548225402832, 40.5081176757812, 40.4279022216797, 40.4508171081543))",252,lehigh
"list(c(-76.2091217041016, -76.220573425293, -76.2263031005859, -76.2320327758789, -76.2721405029297, -76.3065185546875, -76.3179779052734, -76.2893371582031, -76.0544128417969, -75.9971237182617, -75.8481521606445, -75.8367004394531, -75.8252334594727, -75.7736663818359, -75.756477355957, -75.7392883300781, -75.7049179077148, -75.7049179077148, -75.7049179077148, -75.6991882324219, -75.6590805053711, -75.6590805053711, -75.6648101806641, -75.6590805053711, -75.6075134277344, -75.6418838500977, -75.6648101806641, 
-75.6762619018555, -75.6934509277344, -75.7049179077148, -75.7335586547852, -75.76220703125, -75.7736663818359, -75.7793960571289, -75.767936706543, -75.7507553100586, -75.7450256347656, -75.9971237182617, -76.0200424194336, -76.2091217041016, 40.949291229248, 41.0123176574707, 41.0524253845215, 41.138370513916, 41.1326370239258, 41.1842079162598, 41.3045272827148, 41.3675537109375, 41.3847427368164, 41.3962020874023, 41.419116973877, 41.401927947998, 41.3847427368164, 41.3732833862305, 41.3675537109375, 
41.3503646850586, 41.3389053344727, 41.3159866333008, 41.3045272827148, 41.270149230957, 41.2529640197754, 41.2472305297852, 41.2185821533203, 41.1899375915527, 41.1555557250977, 41.1154518127441, 41.1211814880371, 41.1269111633301, 41.1269111633301, 41.1211814880371, 41.0868034362793, 41.0868034362793, 41.0753440856934, 41.0638847351074, 41.0466995239258, 41.0295066833496, 41.0123176574707, 40.9149169921875, 40.9091873168945, 40.949291229248))",285,luzerne
"list(c(-76.8852081298828, -76.9539566040039, -76.9768829345703, -77.028450012207, -77.0742797851562, -77.0857391357422, -77.0971984863281, -77.1545028686523, -77.1774139404297, -77.2232513427734, -77.2576293945312, -77.309196472168, -77.3378448486328, -77.3493041992188, -77.3550338745117, -77.4409790039062, -77.4753570556641, -77.481086730957, -77.4925384521484, -77.5154647827148, -77.5326461791992, -77.5498352050781, -77.57275390625, -77.578483581543, -77.6014022827148, -77.6071395874023, -77.6071395874023, 
-77.0227203369141, -76.9826126098633, -76.8909378051758, -76.8852081298828, -76.8336410522461, -76.7648849487305, -76.6216430664062, -76.5586242675781, -76.5586242675781, -76.4669494628906, -76.6044616699219, -76.6388320922852, -76.673210144043, -76.7190475463867, -76.7419738769531, -76.7935333251953, -76.8164520263672, -76.850830078125, -76.8680114746094, -76.8852081298828, 41.1269111633301, 41.144100189209, 41.0810737609863, 41.0868034362793, 41.0868034362793, 41.0810737609863, 41.0696144104004, 
41.0638847351074, 41.0696144104004, 41.1211814880371, 41.1670188903809, 41.2013931274414, 41.2185821533203, 41.2243118286133, 41.2300453186035, 41.27587890625, 41.2930679321289, 41.3159866333008, 41.3389053344727, 41.3503646850586, 41.3618240356445, 41.3847427368164, 41.4248466491699, 41.4477653503418, 41.453498840332, 41.4764175415039, 41.5222511291504, 41.5337104797363, 41.5508995056152, 41.591007232666, 41.5852737426758, 41.5795478820801, 41.401927947998, 41.2987976074219, 41.2873382568359, 41.281608581543, 
41.2586898803711, 41.138370513916, 41.144100189209, 41.144100189209, 41.1555557250977, 41.1612892150879, 41.1727447509766, 41.1670188903809, 41.1612892150879, 41.144100189209, 41.1269111633301))",98,lycoming
"list(c(-78.9249420166016, -78.3118667602539, -78.208740234375, -78.2201995849609, -78.4207382202148, -78.4264678955078, -78.47802734375, -78.483757019043, -78.9421234130859, -78.9478530883789, -78.9306640625, -78.9249420166016, -78.9192123413086, -78.9192123413086, -78.9249420166016, -78.9192123413086, -78.9134750366211, -78.9192123413086, -78.9249420166016, -78.9249420166016, 42.0035362243652, 42.0035362243652, 41.9978065490723, 41.6081924438477, 41.6081924438477, 41.596736907959, 41.602466583252, 
41.6196556091309, 41.6081924438477, 41.8201904296875, 41.8201904296875, 41.8602981567383, 41.8602981567383, 41.8774833679199, 41.8774833679199, 41.9290542602539, 41.9347801208496, 41.9519729614258, 41.9519729614258, 42.0035362243652))",35,mckean
"list(c(-80.5177612304688, -80.5234909057617, -80.5234909057617, -80.4432754516602, -80.4432754516602, -80.4146270751953, -80.4146270751953, -80.1453399658203, -80.0020980834961, -80.0020980834961, -80.0995025634766, -80.1567993164062, -80.2484664916992, -80.2541961669922, -80.5177612304688, 41.1269111633301, 41.1326370239258, 41.4821434020996, 41.4764175415039, 41.4878730773926, 41.4821434020996, 41.4764175415039, 41.4764175415039, 41.4878730773926, 41.1670188903809, 41.0696144104004, 41.1154518127441, 
41.1211814880371, 41.1269111633301, 41.1269111633301))",98,mercer
"list(c(-77.3664855957031, -77.3607635498047, -77.3607635498047, -77.2748184204102, -77.4925384521484, -77.4868087768555, -77.6014022827148, -77.6071395874023, -77.6185913085938, -77.7331771850586, -77.756103515625, -77.8134002685547, -77.8076705932617, -77.8076705932617, -77.8248519897461, -77.8477783203125, -77.8649597167969, -77.8821563720703, -77.8878860473633, -77.8134002685547, -77.8363189697266, -77.7790145874023, -77.7675628662109, -77.7331771850586, -77.7217254638672, -77.6758880615234, -77.6701583862305, 
-77.6701583862305, -77.6472396850586, -77.6472396850586, -77.6644287109375, -77.6701583862305, -77.6644287109375, -77.6644287109375, -77.6415100097656, -77.6415100097656, -77.4467010498047, -77.4409790039062, -77.4008712768555, -77.3664855957031, 40.8404350280762, 40.8060531616211, 40.7086524963379, 40.691463470459, 40.6055183410645, 40.5825996398926, 40.5081176757812, 40.4909286499023, 40.4794692993164, 40.4107131958008, 40.3648796081543, 40.37060546875, 40.3591461181641, 40.3534164428711, 40.3534164428711, 
40.3648796081543, 40.37060546875, 40.376335144043, 40.4279022216797, 40.5023880004883, 40.5596809387207, 40.6055183410645, 40.6055183410645, 40.6227073669434, 40.6227073669434, 40.6227073669434, 40.6341667175293, 40.6570854187012, 40.6628150939941, 40.6742744445801, 40.680004119873, 40.7029228210449, 40.7086524963379, 40.7201080322266, 40.7315711975098, 40.7487602233887, 40.8175163269043, 40.828971862793, 40.8404350280762, 40.8404350280762))",45,mifflin
"list(c(-74.9829864501953, -75.0173645019531, -75.0689315795898, -75.1204986572266, -75.1319580078125, -75.1262283325195, -75.1949768066406, -75.2236251831055, -75.2408142089844, -75.2465515136719, -75.2923889160156, -75.3382263183594, -75.4127044677734, -75.4814605712891, -75.5043792724609, -75.5788650512695, -75.498649597168, -75.5444869995117, -75.5502166748047, -75.5616760253906, -75.5960464477539, -75.6075134277344, -75.6418838500977, -75.6075134277344, -75.5788650512695, -75.5731353759766, -75.5674057006836, 
-75.5559387207031, -75.5158386230469, -75.3840637207031, -75.1319580078125, -75.1434097290039, -75.1147689819336, -75.0803909301758, -75.0632019042969, -75.034553527832, -74.9829864501953, 41.0810737609863, 41.0524253845215, 41.0295066833496, 41.000862121582, 40.9836730957031, 40.9607543945312, 40.9435653686523, 40.9263725280762, 40.9091873168945, 40.8977279663086, 40.8748092651367, 40.8518905639648, 40.8347015380859, 40.8175163269043, 40.8576202392578, 40.949291229248, 41.000862121582, 41.0295066833496, 
41.0466995239258, 41.0581550598145, 41.0868034362793, 41.0982627868652, 41.1154518127441, 41.1555557250977, 41.1727447509766, 41.1956634521484, 41.2013931274414, 41.2185821533203, 41.2243118286133, 41.2357711791992, 41.2472305297852, 41.1612892150879, 41.1555557250977, 41.144100189209, 41.1211814880371, 41.0982627868652, 41.0810737609863))",110,monroe
"list(c(-75.2694625854492, -75.3611373901367, -75.3668670654297, -75.3955154418945, -75.4298934936523, -75.4528121948242, -75.4700012207031, -75.4585418701172, -75.4700012207031, -75.498649597168, -75.5101013183594, -75.5272979736328, -75.5272979736328, -75.5559387207031, -75.5903244018555, -75.5903244018555, -75.6075134277344, -75.6304321289062, -75.6476135253906, -75.6934509277344, -75.5330276489258, -75.4757308959961, -75.0116348266602, -75.0918502807617, -75.0918502807617, -75.1090393066406, -75.1835174560547, 
-75.2007141113281, -75.2350845336914, -75.2637329101562, -75.2121734619141, -75.2293548583984, -75.2694625854492, 39.9809951782227, 40.0726699829102, 40.0783996582031, 40.0726699829102, 40.1013145446777, 40.0898551940918, 40.1185073852539, 40.1356925964355, 40.1414260864258, 40.1471519470215, 40.1528816223145, 40.1586112976074, 40.1758003234863, 40.2159080505371, 40.2216377258301, 40.238826751709, 40.244556427002, 40.244556427002, 40.2502861022949, 40.2502861022949, 40.4508171081543, 40.4279022216797, 
40.1414260864258, 40.0783996582031, 40.0726699829102, 40.0554809570312, 40.0898551940918, 40.0783996582031, 40.095588684082, 40.061206817627, 40.0210990905762, 40.0039138793945, 39.9809951782227))",599,montgomery
"list(c(-76.6388320922852, -76.6159210205078, -76.6273727416992, -76.575813293457, -76.5643539428711, -76.5643539428711, -76.575813293457, -76.5127868652344, -76.5299758911133, -76.5299758911133, -76.5127868652344, -76.5471572875977, -76.5643539428711, -76.6101913452148, -76.6273727416992, -76.673210144043, -76.7362365722656, -76.7878036499023, -76.7935333251953, -76.7935333251953, -76.7878036499023, -76.7763442993164, -76.7419738769531, -76.7476959228516, -76.7419738769531, -76.7190475463867, -76.673210144043, 
-76.6388320922852, 41.144100189209, 41.0810737609863, 41.0581550598145, 41.0466995239258, 41.0409660339355, 41.0237808227539, 41.000862121582, 40.949291229248, 40.9321060180664, 40.8977279663086, 40.8576202392578, 40.8748092651367, 40.8919982910156, 40.9435653686523, 40.9550247192383, 40.9607543945312, 40.9550247192383, 40.9435653686523, 40.949291229248, 40.9607543945312, 40.9722099304199, 40.9893989562988, 41.0982627868652, 41.144100189209, 41.1612892150879, 41.1555557250977, 41.144100189209, 41.144100189209
))",8,montour
"list(c(-75.4814605712891, -75.4127044677734, -75.3382263183594, -75.2923889160156, -75.2465515136719, -75.2408142089844, -75.2236251831055, -75.1949768066406, -75.1262283325195, -75.1147689819336, -75.0918502807617, -75.0689315795898, -75.0689315795898, -75.0975799560547, -75.1147689819336, -75.1319580078125, -75.1720657348633, -75.1835174560547, -75.1949768066406, -75.1835174560547, -75.2007141113281, -75.2064437866211, -75.3382263183594, -75.4012451171875, -75.3840637207031, -75.3840637207031, 
-75.4356231689453, -75.4757308959961, -75.5215682983398, -75.5330276489258, -75.5502166748047, -75.5616760253906, -75.5731353759766, -75.5903244018555, -75.5960464477539, -75.6075134277344, -75.4814605712891, 40.8175163269043, 40.8347015380859, 40.8518905639648, 40.8748092651367, 40.8977279663086, 40.9091873168945, 40.9263725280762, 40.9435653686523, 40.9607543945312, 40.9435653686523, 40.9263725280762, 40.8977279663086, 40.8690795898438, 40.8461608886719, 40.7945976257324, 40.7831344604492, 40.7774085998535, 
40.7544898986816, 40.7029228210449, 40.680004119873, 40.6456260681152, 40.6169776916504, 40.548225402832, 40.5883293151855, 40.6227073669434, 40.6341667175293, 40.6742744445801, 40.6685447692871, 40.7201080322266, 40.7373008728027, 40.7258415222168, 40.7258415222168, 40.7373008728027, 40.7373008728027, 40.7544898986816, 40.7888641357422, 40.8175163269043))",236,northampton
"list(c(-76.8852081298828, -76.8680114746094, -76.850830078125, -76.8164520263672, -76.7935333251953, -76.7419738769531, -76.7476959228516, -76.7419738769531, -76.7763442993164, -76.7878036499023, -76.7935333251953, -76.7935333251953, -76.7878036499023, -76.7362365722656, -76.673210144043, -76.6273727416992, -76.6101913452148, -76.5643539428711, -76.5471572875977, -76.5127868652344, -76.5070495605469, -76.5185165405273, -76.5013198852539, -76.4211120605469, -76.3867340087891, -76.4497604370117, -76.6502990722656, 
-76.6846694946289, -76.7075881958008, -76.7763442993164, -76.7992630004883, -76.8107223510742, -76.8336410522461, -76.8909378051758, -76.9081268310547, -76.9253158569336, -76.9425048828125, -76.9367752075195, -76.9081268310547, -76.856559753418, -76.850830078125, -76.850830078125, -76.845100402832, -76.8393707275391, -76.8049926757812, -76.7935333251953, -76.7992630004883, -76.8221817016602, -76.856559753418, -76.8622894287109, -76.8622894287109, -76.856559753418, -76.850830078125, -76.8622894287109, 
-76.8794784545898, -76.8852081298828, -76.8852081298828, 41.1269111633301, 41.144100189209, 41.1612892150879, 41.1670188903809, 41.1727447509766, 41.1612892150879, 41.144100189209, 41.0982627868652, 40.9893989562988, 40.9722099304199, 40.9607543945312, 40.949291229248, 40.9435653686523, 40.9550247192383, 40.9607543945312, 40.9550247192383, 40.9435653686523, 40.8919982910156, 40.8748092651367, 40.8576202392578, 40.8518905639648, 40.8347015380859, 40.8232421875, 40.828971862793, 40.7716789245605, 40.7487602233887, 
40.6742744445801, 40.6628150939941, 40.6513557434082, 40.6398963928223, 40.6398963928223, 40.6341667175293, 40.6227073669434, 40.6112480163574, 40.6055183410645, 40.6055183410645, 40.6055183410645, 40.6227073669434, 40.6570854187012, 40.7086524963379, 40.7201080322266, 40.7774085998535, 40.8003273010254, 40.8232421875, 40.8461608886719, 40.8690795898438, 40.8805389404297, 40.8862686157227, 40.9263725280762, 40.949291229248, 40.9722099304199, 41.0295066833496, 41.0581550598145, 41.0638847351074, 41.0868034362793, 
41.1097183227539, 41.1269111633301))",83,northumberland
"list(c(-76.9425048828125, -76.9768829345703, -76.9711532592773, -76.9768829345703, -76.9711532592773, -76.9425048828125, -76.9482345581055, -76.9596862792969, -77.0055236816406, -77.0227203369141, -77.028450012207, -76.9826126098633, -76.9596862792969, -76.9367752075195, -76.9195785522461, -76.9195785522461, -77.0399017333984, -77.1315765380859, -77.2003326416016, -77.297737121582, -77.3149261474609, -77.3206481933594, -77.3493041992188, -77.3779525756836, -77.3951416015625, -77.4008712768555, -77.3779525756836, 
-77.3550338745117, -77.3493041992188, -77.3607635498047, -77.3722152709961, -77.4123229980469, -77.4753570556641, -77.5326461791992, -77.5613021850586, -77.5956726074219, -77.6243209838867, -77.6243209838867, -77.6128616333008, -77.6185913085938, -77.6357803344727, -77.6529693603516, -77.6644287109375, -77.6644287109375, -77.6701583862305, -77.6243209838867, -77.57275390625, -77.5326461791992, -77.5326461791992, -77.4868087768555, -77.4409790039062, -77.3836822509766, -77.303466796875, -77.2117919921875, 
-77.1774139404297, -77.1774139404297, -77.1487655639648, -77.0857391357422, -77.0456314086914, -76.9940643310547, -76.9367752075195, -76.9425048828125, 40.6055183410645, 40.5768699645996, 40.548225402832, 40.5253067016602, 40.5081176757812, 40.4909286499023, 40.4794692993164, 40.4508171081543, 40.4221725463867, 40.4049835205078, 40.3877983093262, 40.3648796081543, 40.3648796081543, 40.3591461181641, 40.3476905822754, 40.3247718811035, 40.3075790405273, 40.3018531799316, 40.2903900146484, 40.2789344787598, 
40.2789344787598, 40.3018531799316, 40.2789344787598, 40.2732048034668, 40.2732048034668, 40.2789344787598, 40.2961235046387, 40.3133087158203, 40.3247718811035, 40.3304977416992, 40.3247718811035, 40.2961235046387, 40.2617454528809, 40.233097076416, 40.2216377258301, 40.1987190246582, 40.1815299987793, 40.1929893493652, 40.2159080505371, 40.2216377258301, 40.2216377258301, 40.2502861022949, 40.2502861022949, 40.2617454528809, 40.2732048034668, 40.3190422058105, 40.3534164428711, 40.376335144043, 
40.3935241699219, 40.4221725463867, 40.4450912475586, 40.4737358093262, 40.5081176757812, 40.5424919128418, 40.5539512634277, 40.5654106140137, 40.5883293151855, 40.5997886657715, 40.6055183410645, 40.6112480163574, 40.6227073669434, 40.6055183410645))",31,perry
