geometry,cases,county
"list(c(-74.9715270996094, -75.046012878418, -75.0746612548828, -75.1147689819336, -75.1204986572266, -75.1319580078125, -75.1491394042969, -75.1663360595703, -75.2064437866211, -75.2408142089844, -75.2694625854492, -75.2408142089844, -75.2522811889648, -75.2694625854492, -75.2751922607422, -75.2694625854492, -75.2293548583984, -75.2121734619141, -75.2637329101562, -75.2350845336914, -75.2007141113281, -75.1835174560547, -75.1090393066406, -75.0918502807617, -75.0918502807617, -75.0116348266602, -74.9944458007812, 
-74.9715270996094, -74.9543380737305, -74.9543380737305, -74.9715270996094, 40.0554809570312, 39.9981803894043, 39.9867248535156, 39.9580764770508, 39.9294281005859, 39.9065093994141, 39.8835906982422, 39.8721351623535, 39.8606719970703, 39.8549423217773, 39.9294281005859, 39.9408874511719, 39.9580764770508, 39.9638061523438, 39.9695358276367, 39.9809951782227, 40.0039138793945, 40.0210990905762, 40.061206817627, 40.095588684082, 40.0783996582031, 40.0898551940918, 40.0554809570312, 40.0726699829102, 
40.0783996582031, 40.1414260864258, 40.1299629211426, 40.1242332458496, 40.1070442199707, 40.0898551940918, 40.0554809570312))",1415,philadelphia
"list(c(-75.0632019042969, -75.040283203125, -75.0116348266602, -75.0001754760742, -74.9772567749023, -74.9371490478516, -74.8970413208008, -74.85693359375, -74.8282852172852, -74.765266418457, -74.7538070678711, -74.7366104125977, -74.7251586914062, -74.7709884643555, -74.8110961914062, -74.851203918457, -74.8683929443359, -74.8913192749023, -74.9256896972656, -74.9543380737305, -74.9772567749023, -74.9829864501953, -75.034553527832, -75.0632019042969, -75.0803909301758, -75.1147689819336, -75.1434097290039, 
-75.1319580078125, -75.3840637207031, -75.3267593383789, -75.3496780395508, -75.3611373901367, -75.3668670654297, -75.3611373901367, -75.3496780395508, -75.315299987793, -75.2923889160156, -75.2637329101562, -75.2522811889648, -75.2465515136719, -75.2293548583984, -75.1949768066406, -75.1090393066406, -75.0632019042969, 41.596736907959, 41.5738182067871, 41.5222511291504, 41.4993362426758, 41.4821434020996, 41.4706840515137, 41.453498840332, 41.4305801391602, 41.4305801391602, 41.4305801391602, 41.4133911132812, 
41.3904724121094, 41.3675537109375, 41.3389053344727, 41.3102569580078, 41.270149230957, 41.2300453186035, 41.1956634521484, 41.138370513916, 41.1211814880371, 41.1039924621582, 41.0810737609863, 41.0982627868652, 41.1211814880371, 41.144100189209, 41.1555557250977, 41.1612892150879, 41.2472305297852, 41.2357711791992, 41.3159866333008, 41.3331756591797, 41.3503646850586, 41.3675537109375, 41.3732833862305, 41.3732833862305, 41.3732833862305, 41.3847427368164, 41.3962020874023, 41.4248466491699, 
41.4305801391602, 41.4420356750488, 41.4649543762207, 41.5451698303223, 41.596736907959))",35,pike
"list(c(-77.761833190918, -77.6128616333008, -77.6071395874023, -77.6071395874023, -77.9910125732422, -78.0483093261719, -78.2201995849609, -78.208740234375, -77.761833190918, 42.0035362243652, 42.0035362243652, 41.5222511291504, 41.4764175415039, 41.4764175415039, 41.4764175415039, 41.6081924438477, 41.9978065490723, 42.0035362243652))",22,potter
"list(c(-76.3867340087891, -76.2893371582031, -76.2778701782227, -76.2606811523438, -76.2434997558594, -76.2091217041016, -76.0200424194336, -75.9971237182617, -75.9111785888672, -75.8882598876953, -75.756477355957, -75.8080444335938, -75.8424224853516, -75.8825302124023, -75.9742050170898, -75.9856643676758, -75.9971237182617, -76.0085754394531, -76.0200424194336, -76.0544128417969, -76.0716094970703, -76.1174468994141, -76.1403579711914, -76.21484375, -76.2377624511719, -76.3122482299805, -76.3351669311523, 
-76.3638153076172, -76.4325714111328, -76.5471572875977, -76.7075881958008, -76.6846694946289, -76.6502990722656, -76.4497604370117, -76.3867340087891, 40.7716789245605, 40.8117828369141, 40.8977279663086, 40.9034576416016, 40.9263725280762, 40.949291229248, 40.9091873168945, 40.9149169921875, 40.8461608886719, 40.8232421875, 40.7373008728027, 40.7143821716309, 40.697193145752, 40.6742744445801, 40.6513557434082, 40.6227073669434, 40.5883293151855, 40.5825996398926, 40.5825996398926, 40.5825996398926, 
40.5768699645996, 40.5654106140137, 40.5539512634277, 40.5424919128418, 40.5310363769531, 40.5081176757812, 40.5081176757812, 40.5081176757812, 40.4909286499023, 40.5539512634277, 40.6513557434082, 40.6628150939941, 40.6742744445801, 40.7487602233887, 40.7716789245605))",136,schuylkill
"list(c(-76.8221817016602, -76.7992630004883, -76.7935333251953, -76.8049926757812, -76.8393707275391, -76.845100402832, -76.850830078125, -76.850830078125, -76.856559753418, -76.9081268310547, -76.9367752075195, -76.9539566040039, -76.9711532592773, -76.9997940063477, -77.0399017333984, -77.0456314086914, -77.1086654663086, -77.1143951416016, -77.1545028686523, -77.2748184204102, -77.3607635498047, -77.3607635498047, -77.2805404663086, -77.0971984863281, -77.0800094604492, -77.0628280639648, -77.028450012207, 
-76.9768829345703, -76.9482345581055, -76.9253158569336, -76.9081268310547, -76.8622894287109, -76.8221817016602, 40.8862686157227, 40.8805389404297, 40.8690795898438, 40.8461608886719, 40.8232421875, 40.8003273010254, 40.7774085998535, 40.7201080322266, 40.7086524963379, 40.6570854187012, 40.6227073669434, 40.6398963928223, 40.6456260681152, 40.6398963928223, 40.6570854187012, 40.6742744445801, 40.680004119873, 40.691463470459, 40.680004119873, 40.691463470459, 40.7086524963379, 40.8060531616211, 
40.8232421875, 40.8576202392578, 40.8576202392578, 40.8576202392578, 40.8576202392578, 40.8805389404297, 40.8805389404297, 40.8805389404297, 40.8862686157227, 40.8919982910156, 40.8862686157227))",28,snyder
"list(c(-79.2859039306641, -79.2457962036133, -79.2171401977539, -79.2056884765625, -79.1713104248047, -79.1483917236328, -79.1369247436523, -79.1312026977539, -79.114013671875, -79.0739059448242, -79.0509872436523, -78.9306640625, -78.8905563354492, -78.8791046142578, -78.655647277832, -78.7358627319336, -78.7530517578125, -78.7587814331055, -78.7988891601562, -78.9134750366211, -79.4004898071289, -79.4004898071289, -79.3947601318359, -79.3947601318359, -79.3718490600586, -79.3661117553711, -79.3718490600586, 
-79.3947601318359, -79.4176864624023, -79.389030456543, -79.3431930541992, -79.3145446777344, -79.2859039306641, 40.0382919311523, 40.095588684082, 40.1070442199707, 40.1242332458496, 40.1242332458496, 40.1643409729004, 40.1758003234863, 40.1872596740723, 40.2101783752441, 40.2617454528809, 40.2789344787598, 40.3018531799316, 40.2674713134766, 40.244556427002, 40.238826751709, 40.0726699829102, 40.0726699829102, 39.8262977600098, 39.7288932800293, 39.7288932800293, 39.7346229553223, 39.7575416564941, 
39.774730682373, 39.791919708252, 39.791919708252, 39.8033790588379, 39.8320274353027, 39.8434867858887, 39.8606719970703, 39.91796875, 39.9752655029297, 40.0096435546875, 40.0382919311523))",54,somerset
"list(c(-76.2320327758789, -76.2893371582031, -76.3179779052734, -76.4153747558594, -76.4669494628906, -76.5586242675781, -76.5586242675781, -76.6216430664062, -76.7648849487305, -76.8336410522461, -76.2320327758789, 41.5508995056152, 41.3675537109375, 41.3045272827148, 41.3045272827148, 41.2586898803711, 41.281608581543, 41.2873382568359, 41.2987976074219, 41.401927947998, 41.5795478820801, 41.5508995056152))",3,sullivan
"list(c(-76.1059875488281, -75.4757308959961, -75.4700012207031, -75.7392883300781, -76.1346282958984, -76.1346282958984, -76.1460876464844, -76.1059875488281, 42.0035362243652, 42.0035362243652, 41.6425743103027, 41.6368446350098, 41.6425743103027, 41.6483001708984, 42.0035362243652, 42.0035362243652))",34,susquehanna
"list(c(-77.6128616333008, -76.9711532592773, -76.9367752075195, -76.8852081298828, -76.8909378051758, -76.9826126098633, -77.0227203369141, -77.6071395874023, -77.6128616333008, 42.0035362243652, 41.9978065490723, 41.9978065490723, 41.5852737426758, 41.591007232666, 41.5508995056152, 41.5337104797363, 41.5222511291504, 42.0035362243652))",28,tioga
"list(c(-77.3664855957031, -77.1545028686523, -77.1545028686523, -77.0971984863281, -77.0857391357422, -77.0742797851562, -77.028450012207, -76.9768829345703, -76.9539566040039, -76.8852081298828, -76.8852081298828, -76.8794784545898, -76.8622894287109, -76.850830078125, -76.856559753418, -76.8622894287109, -76.8622894287109, -76.856559753418, -76.8221817016602, -76.8622894287109, -76.9081268310547, -76.9253158569336, -76.9482345581055, -76.9768829345703, -77.028450012207, -77.0628280639648, -77.0800094604492, 
-77.0971984863281, -77.2805404663086, -77.3607635498047, -77.3664855957031, 40.8404350280762, 41.0409660339355, 41.0638847351074, 41.0696144104004, 41.0810737609863, 41.0868034362793, 41.0868034362793, 41.0810737609863, 41.144100189209, 41.1269111633301, 41.1097183227539, 41.0868034362793, 41.0638847351074, 41.0581550598145, 41.0295066833496, 40.9722099304199, 40.949291229248, 40.9263725280762, 40.8862686157227, 40.8919982910156, 40.8862686157227, 40.8805389404297, 40.8805389404297, 40.8805389404297, 
40.8576202392578, 40.8576202392578, 40.8576202392578, 40.8576202392578, 40.8232421875, 40.8060531616211, 40.8404350280762))",28,union
"list(c(-79.4749755859375, -79.4749755859375, -79.5265426635742, -79.5380020141602, -79.6067581176758, -79.6124877929688, -79.6353988647461, -79.6353988647461, -79.6525955200195, -79.6583251953125, -79.6755065917969, -79.6869735717773, -79.6927032470703, -80.0020980834961, -80.0020980834961, -80.0020980834961, -79.9849090576172, -79.9849090576172, -79.9677200317383, -79.9619903564453, -79.9448013305664, -79.9390716552734, -79.9218826293945, -79.9218826293945, -79.9104232788086, -79.9046936035156, 
-79.8932342529297, -79.8932342529297, -79.8645858764648, -79.8531265258789, -79.8531265258789, -79.8302154541016, -79.8244857788086, -79.7786483764648, -79.7729110717773, -79.6124877929688, -79.5093536376953, -79.5093536376953, -79.5208129882812, -79.5208129882812, -79.4749755859375, -79.4749755859375, 41.3732833862305, 41.3331756591797, 41.3331756591797, 41.3159866333008, 41.3159866333008, 41.27587890625, 41.270149230957, 41.2357711791992, 41.2300453186035, 41.2013931274414, 41.1784744262695, 41.1784744262695, 
41.1670188903809, 41.1670188903809, 41.4878730773926, 41.4936027526855, 41.4936027526855, 41.5050621032715, 41.5107917785645, 41.5165214538574, 41.5165214538574, 41.5279808044434, 41.5279808044434, 41.5337104797363, 41.5394401550293, 41.5508995056152, 41.5508995056152, 41.5623550415039, 41.5680885314941, 41.5738182067871, 41.5852737426758, 41.591007232666, 41.6081924438477, 41.6081924438477, 41.602466583252, 41.6081924438477, 41.6081924438477, 41.4706840515137, 41.4649543762207, 41.4420356750488, 
41.4420356750488, 41.3732833862305))",70,venango
"list(c(-79.0624465942383, -78.9249420166016, -78.9249420166016, -78.9192123413086, -78.9134750366211, -78.9192123413086, -78.9249420166016, -78.9192123413086, -78.9192123413086, -78.9249420166016, -78.9306640625, -78.9478530883789, -78.9421234130859, -79.5093536376953, -79.6124877929688, -79.6124877929688, -79.6182174682617, -79.6182174682617, -79.0624465942383, 42.0035362243652, 42.0035362243652, 41.9519729614258, 41.9519729614258, 41.9347801208496, 41.9290542602539, 41.8774833679199, 41.8774833679199, 
41.8602981567383, 41.8602981567383, 41.8201904296875, 41.8201904296875, 41.6081924438477, 41.6081924438477, 41.6081924438477, 41.8373794555664, 41.8373794555664, 42.0035362243652, 42.0035362243652))",35,warren
"list(c(-80.5177612304688, -80.5234909057617, -80.5177612304688, -80.5234909057617, -80.5177612304688, -80.3516006469727, -80.1797103881836, -79.9562606811523, -79.9276123046875, -79.9161529541016, -79.9333419799805, -79.9562606811523, -79.9562606811523, -79.9505310058594, -79.8932342529297, -79.8588562011719, -79.8473968505859, -79.8473968505859, -79.8531265258789, -79.8645858764648, -79.8817749023438, -79.8932342529297, -79.8875045776367, -79.8645858764648, -79.8473968505859, -79.841667175293, -79.841667175293, 
-79.8531265258789, -79.8817749023438, -79.8703231811523, -79.8703231811523, -79.8645858764648, -79.8932342529297, -79.9104232788086, -79.9218826293945, -79.9333419799805, -79.9562606811523, -79.9619903564453, -79.9791793823242, -79.9849090576172, -79.9849090576172, -80.0020980834961, -80.0078277587891, -80.0364761352539, -80.0479354858398, -80.0536651611328, -80.0651245117188, -80.0995025634766, -80.1281433105469, -80.1453399658203, -80.1739807128906, -80.1911773681641, -80.2599258422852, -80.294303894043, 
-80.3057632446289, -80.3172225952148, -80.3573303222656, -80.4260864257812, -80.4375457763672, -80.4432754516602, -80.5177612304688, 39.9523468017578, 40.0153732299805, 40.1643409729004, 40.4049835205078, 40.4794692993164, 40.4794692993164, 40.3304977416992, 40.2674713134766, 40.2560157775879, 40.2502861022949, 40.244556427002, 40.238826751709, 40.233097076416, 40.2216377258301, 40.1987190246582, 40.1929893493652, 40.1815299987793, 40.1758003234863, 40.1643409729004, 40.1643409729004, 40.1643409729004, 
40.1586112976074, 40.1414260864258, 40.1242332458496, 40.1070442199707, 40.095588684082, 40.0841255187988, 40.0783996582031, 40.0783996582031, 40.061206817627, 40.0497512817383, 40.0325622558594, 40.0210990905762, 40.0210990905762, 40.0153732299805, 39.9981803894043, 40.0039138793945, 40.0096435546875, 40.0153732299805, 40.0096435546875, 39.9867248535156, 39.9752655029297, 39.9638061523438, 39.9809951782227, 39.9981803894043, 40.0039138793945, 40.0039138793945, 39.9867248535156, 39.9809951782227, 
39.9867248535156, 40.0096435546875, 40.0096435546875, 40.0039138793945, 40.0210990905762, 40.0210990905762, 40.0039138793945, 39.9867248535156, 39.9752655029297, 39.9638061523438, 39.9523468017578, 39.9523468017578))",194,washington
"list(c(-75.4757308959961, -75.4012451171875, -75.3554077148438, -75.315299987793, -75.2866516113281, -75.2694625854492, -75.2465515136719, -75.2293548583984, -75.1777954101562, -75.1548767089844, -75.1262283325195, -75.1147689819336, -75.1147689819336, -75.0746612548828, -75.0517425537109, -75.0632019042969, -75.0689315795898, -75.0632019042969, -75.1090393066406, -75.1949768066406, -75.2293548583984, -75.2465515136719, -75.2522811889648, -75.2637329101562, -75.2923889160156, -75.315299987793, -75.3496780395508, 
-75.3611373901367, -75.3668670654297, -75.3611373901367, -75.3496780395508, -75.3267593383789, -75.3840637207031, -75.5158386230469, -75.4757308959961, -75.4585418701172, -75.4470825195312, -75.4700012207031, -75.4757308959961, 42.0035362243652, 42.0035362243652, 42.0035362243652, 41.9634284973145, 41.9405097961426, 41.8832168579102, 41.8660278320312, 41.8602981567383, 41.854564666748, 41.8488388061523, 41.8316459655762, 41.8144607543945, 41.7800827026367, 41.7571640014648, 41.7399749755859, 41.7113265991211, 
41.6081924438477, 41.596736907959, 41.5451698303223, 41.4649543762207, 41.4420356750488, 41.4305801391602, 41.4248466491699, 41.3962020874023, 41.3847427368164, 41.3732833862305, 41.3732833862305, 41.3732833862305, 41.3675537109375, 41.3503646850586, 41.3331756591797, 41.3159866333008, 41.2357711791992, 41.2243118286133, 41.2586898803711, 41.27587890625, 41.2873382568359, 41.6425743103027, 42.0035362243652))",45,wayne
"list(c(-79.0509872436523, -79.0739059448242, -79.114013671875, -79.1312026977539, -79.1369247436523, -79.1483917236328, -79.1713104248047, -79.2056884765625, -79.2171401977539, -79.2457962036133, -79.2859039306641, -79.3431930541992, -79.3775787353516, -79.4176864624023, -79.4692459106445, -79.4921646118164, -79.4978942871094, -79.5093536376953, -79.5208129882812, -79.5551910400391, -79.560920715332, -79.6239471435547, -79.6525955200195, -79.6812362670898, -79.6984329223633, -79.7385406494141, -79.7499923706055, 
-79.8645858764648, -79.8875045776367, -79.8932342529297, -79.8817749023438, -79.8645858764648, -79.8531265258789, -79.8473968505859, -79.8473968505859, -79.8588562011719, -79.7843780517578, -79.7958297729492, -79.7901077270508, -79.7843780517578, -79.7786483764648, -79.7729110717773, -79.7385406494141, -79.7156143188477, -79.7041625976562, -79.7041625976562, -79.7098846435547, -79.7213439941406, -79.7499923706055, -79.7671813964844, -79.7671813964844, -79.7557220458984, -79.744270324707, -79.7041625976562, 
-79.6984329223633, -79.6697769165039, -79.6525955200195, -79.6067581176758, -79.5895614624023, -79.5895614624023, -79.5895614624023, -79.566650390625, -79.560920715332, -79.566650390625, -79.560920715332, -79.5208129882812, -79.4921646118164, -79.4520568847656, -79.4463272094727, -79.4463272094727, -79.4291381835938, -79.4062194824219, -79.389030456543, -79.3775787353516, -79.3718490600586, -79.3603820800781, -79.3603820800781, -79.3546524047852, -79.3489227294922, -79.3260116577148, -79.3145446777344, 
-79.291633605957, -79.2859039306641, -79.291633605957, -79.2859039306641, -79.2687072753906, -79.2572479248047, -79.2285995483398, -79.2171401977539, -79.1770324707031, -79.1312026977539, -79.119743347168, -79.114013671875, -79.1025543212891, -79.0853652954102, -79.0567169189453, -79.0509872436523, -79.0395278930664, -79.0280685424805, -79.0108795166016, -78.9707717895508, -79.0509872436523, 40.2789344787598, 40.2617454528809, 40.2101783752441, 40.1872596740723, 40.1758003234863, 40.1643409729004, 
40.1242332458496, 40.1242332458496, 40.1070442199707, 40.095588684082, 40.0382919311523, 40.0497512817383, 40.0841255187988, 40.1070442199707, 40.1414260864258, 40.1471519470215, 40.1414260864258, 40.1299629211426, 40.1299629211426, 40.1185073852539, 40.1013145446777, 40.0841255187988, 40.0898551940918, 40.1070442199707, 40.1070442199707, 40.1299629211426, 40.1299629211426, 40.1242332458496, 40.1414260864258, 40.1586112976074, 40.1643409729004, 40.1643409729004, 40.1643409729004, 40.1758003234863, 
40.1815299987793, 40.1929893493652, 40.233097076416, 40.244556427002, 40.2674713134766, 40.2903900146484, 40.3534164428711, 40.3877983093262, 40.3935241699219, 40.4107131958008, 40.4336318969727, 40.5081176757812, 40.5310363769531, 40.548225402832, 40.5539512634277, 40.5654106140137, 40.5825996398926, 40.5997886657715, 40.6112480163574, 40.6341667175293, 40.6742744445801, 40.680004119873, 40.6742744445801, 40.6341667175293, 40.6227073669434, 40.6112480163574, 40.6055183410645, 40.6112480163574, 40.5997886657715, 
40.5825996398926, 40.5654106140137, 40.548225402832, 40.5367622375488, 40.5253067016602, 40.5081176757812, 40.496654510498, 40.4909286499023, 40.4794692993164, 40.4622802734375, 40.4622802734375, 40.4851989746094, 40.4851989746094, 40.4794692993164, 40.4622802734375, 40.4622802734375, 40.4680099487305, 40.4680099487305, 40.4680099487305, 40.4622802734375, 40.4450912475586, 40.4393615722656, 40.4393615722656, 40.4279022216797, 40.4336318969727, 40.4336318969727, 40.4164428710938, 40.4049835205078, 
40.3935241699219, 40.3877983093262, 40.3820648193359, 40.3877983093262, 40.3877983093262, 40.3935241699219, 40.4164428710938, 40.4221725463867, 40.4221725463867, 40.3935241699219, 40.2789344787598))",372,westmoreland
"list(c(-76.2893371582031, -76.2320327758789, -76.220573425293, -76.21484375, -76.21484375, -76.220573425293, -76.1346282958984, -76.1346282958984, -75.7392883300781, -75.7793960571289, -75.7793960571289, -75.8080444335938, -75.7851257324219, -75.8481521606445, -75.9971237182617, -76.0544128417969, -76.2893371582031, 41.3675537109375, 41.5508995056152, 41.5852737426758, 41.6196556091309, 41.6311111450195, 41.6483001708984, 41.6483001708984, 41.6425743103027, 41.6368446350098, 41.5738182067871, 41.5623550415039, 
41.5165214538574, 41.5050621032715, 41.419116973877, 41.3962020874023, 41.3847427368164, 41.3675537109375))",14,wyoming
"list(c(-76.856559753418, -76.8049926757812, -76.7534255981445, -76.7190475463867, -76.6961364746094, -76.6617584228516, -76.6331024169922, -76.5929946899414, -76.5357055664062, -76.5070495605469, -76.4669494628906, -76.4268417358398, -76.392463684082, -76.3867340087891, -76.3752746582031, -76.3466262817383, -76.3007888793945, -76.2778701782227, -76.2377624511719, -76.5700836181641, -76.7935333251953, -77.0055236816406, -76.9997940063477, -77.0112533569336, -76.9654159545898, -76.9654159545898, -76.9654159545898, 
-76.9768829345703, -76.9768829345703, -76.9768829345703, -76.9826126098633, -77.0112533569336, -77.028450012207, -77.0685577392578, -77.0914688110352, -77.1373062133789, -77.028450012207, -76.9768829345703, -76.9768829345703, -76.9310455322266, -76.9367752075195, -76.9367752075195, -76.9310455322266, -76.9081268310547, -76.9023971557617, -76.8852081298828, -76.8680114746094, -76.856559753418, 40.2216377258301, 40.1987190246582, 40.1643409729004, 40.1299629211426, 40.1013145446777, 40.0669364929199, 
40.0554809570312, 40.0554809570312, 40.0497512817383, 39.9867248535156, 39.9523468017578, 39.9294281005859, 39.91796875, 39.9065093994141, 39.8721351623535, 39.8377532958984, 39.791919708252, 39.780460357666, 39.7288932800293, 39.7288932800293, 39.7288932800293, 39.7288932800293, 39.8320274353027, 39.8434867858887, 39.8492164611816, 39.8606719970703, 39.8721351623535, 39.8721351623535, 39.8893241882324, 39.91796875, 39.9638061523438, 39.9981803894043, 40.0153732299805, 40.0268325805664, 40.0497512817383, 
40.0669364929199, 40.1528816223145, 40.1586112976074, 40.1643409729004, 40.1643409729004, 40.1758003234863, 40.1929893493652, 40.2044486999512, 40.2101783752441, 40.2216377258301, 40.2159080505371, 40.2216377258301, 40.2216377258301))",279,york
